category,store_name,name,original_price,discount_percent,price,sold,rating,comment_count,category_group,is_sold_well
Smartphones,LeNgan _Store,"Điện thoại Cảm ứng Cao Cấp Giá rẻ Xiaom 11 Lite 5G NE - điện thoại Xiaomi 11 Lite 5G NE 2sim ram 8G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất,LNBS",299000.0,0.0,299000.0,138.0,4.5,103.0,Điện tử & Công nghệ - Thấp,1
Smartphones,BSNT.PN,"[RẺ VÔ ĐỊCH ] Điện thoại giá rẻ Samsung Galaxy M51 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp,  BSNT.PN",298000.0,0.0,298000.0,36.0,4.9,35.0,Điện tử & Công nghệ - Thấp,0
Mobile & Tablet Accessories,BSNT.PN,"Realme 10 5g Phone, 2 Sim, 8G/256G Ram, High Configuration, Runs All Games Smoothly, Takes Beautiful Photos Bmll",298000.0,0.0,298000.0,82.0,4.8,66.0,Phụ kiện & Thiết bị số - Thấp,0
Smartphones,TheLinhStore,Điện thoại Sony Xperia 8 (Sony X8) bản Lock Sim - Màn 6.0 inch tỉ lệ 21:9,1068000.0,16.0,898000.0,39.0,4.7,14.0,Điện tử & Công nghệ - Thấp,0
Smartphones,BSNT.PN,"Genuine Realme V20 5g Phone 2Sim Ram 8g Memory 256g, Powerful High Chip Configuration Play Lien Quan - Pubg - Free Fire -",448000.0,33.0,298000.0,30.0,5.0,18.0,Điện tử & Công nghệ - Thấp,0
Smartphones,BSNT.PN,"[SALE- RẺ HỦY DIỆT ] Điện thoại 4G giá rẻ Samsung Galaxy A31 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp - BMM",408000.0,27.0,299000.0,34.0,4.9,33.0,Điện tử & Công nghệ - Thấp,0
Smartphones,BSNT.PN,"[SALE- RẺ HỦY DIỆT ] Điện thoại giá rẻ Samsung Galaxy M51 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, BSSM1M1",407000.0,27.0,298000.0,34.0,5.0,32.0,Điện tử & Công nghệ - Thấp,0
Smartphones,BSNT.PN,"[RẺ VÔ ĐỊCH] Điện thoại Samsung Note 9 -Samsung Galaxy Note 9 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp- BM2BSPN",397000.0,25.0,298000.0,65.0,5.0,62.0,Điện tử & Công nghệ - Thấp,0
Smartphones,Ngọc Xuân Mobile,"Điện Thoại người già Volte H11 Sóng 4G 2sim Pin khủng 4800mAh, Loa to, phím lớn - bảo hành 3 tháng",540000.0,46.0,289000.0,52.0,5.0,4.0,Điện tử & Công nghệ - Thấp,0
Smartphones,Mobile 793979,SAMSUNG M51 PIN TRÂU  BAO MƯỢT SIÊU BỀN 8G/128G.,2500000.0,0.0,2500000.0,29.0,4.8,9.0,Điện tử & Công nghệ - Trung+,0
Smartphones,TheLinhStore,Huawei Mate 10 Pro Phone with 6.0 Inch Screen - Kirin 970 Ram 6g 128g,1498000.0,0.0,1498000.0,9.0,5.0,5.0,Điện tử & Công nghệ - Thấp,0
Smartphones,THẮNG THAO MOBILE,"Điện thoại ZTE Libero 5G III - 4/64GB Dimensity 700 ,Màn OLED ,Kháng nước IP57 - Mới nguyên seal - Hàng nhập khẩu",2690000.0,13.0,2299000.0,300.0,4.8,110.0,Điện tử & Công nghệ - Trung+,1
Smartphones,sanhangngoai.com,"Redmi K50 Ultra Phone - Snapdragon 8+ Gen 1, 12Gb Ram, 256Gb Memory, 6.67 Inches",4299000.0,0.0,4299000.0,5.0,5.0,1.0,Điện tử & Công nghệ - Trung+,0
Chăm sóc da mặt,Watsons,Serum Dạng Xịt d'Alba Căng Bóng Da White Truffle First Spray Serum 100ml,718000.0,46.0,388000.0,842.0,4.9,124.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Unilever Chăm Sóc Vẻ Đẹp,[VC 15% tối đa 70K đơn 399K] Bộ Kem dưỡng ngày đêm Pond's Age Miracle mờ đốm nâu và nếp nhăn với 50X Hexyl-Retinol 45G,760000.0,24.0,575000.0,9500.0,5.0,1869.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,P&G - Chu Toàn Cuộc Sống,Kem Dưỡng Ban Đêm OLAY RETINOL24 Giúp Giữ Nét Tươi Trẻ Cho Da & Mờ Nếp Nhăn Hũ 50G,620000.0,34.0,412000.0,6600.0,4.9,1795.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Hado Labo,Kem dưỡng ẩm Hada Labo Advanced Nourish Cream 50g,216000.0,19.0,174000.0,12200.0,5.0,1455.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,P&G - Chu Toàn Cuộc Sống,"Kem Dưỡng Ban Đêm OLAY REGENERIST Căng Mướt, Sáng Khỏe & Phục Hồi Dấu Hiệu Lão Hóa Hũ 50G",564000.0,34.0,374000.0,7200.0,4.9,2255.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Hado Labo,Kem dưỡng trắng dạng gel Hada Labo Perfect White Tranexamic Acid Gel Cream 50g,265000.0,20.0,213000.0,2400.0,4.9,623.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,La Roche-Posay,Kem dưỡng giảm mụn nhanh sau 8 giờ La Roche-Posay Effaclar Duo+ M 40ml,540000.0,11.0,481000.0,8700.0,5.0,1700.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Kiehl's,Serum Vitamin C làm sáng da & mờ thâm mụn Kiehl's Clearly Corrective™ Dark Spot Solution 30ml,2000000.0,1.0,1980000.0,17000.0,4.8,2404.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Estee Lauder,Tinh chất (Serum) phục hồi chống lão hóa Estee Lauder Advanced Night Repair Synchronized Multi-Recovery 50ml,3830000.0,0.0,3830000.0,15100.0,4.9,2293.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Eucerin,[Tặng 4 quà] Tinh chất giảm thâm nám và dưỡng sáng da Eucerin Spotless Brightening Booster Serum 30ml,1472000.0,13.0,1280000.0,3600.0,5.0,980.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,On Moon,Pores serum Thu Nhỏ Lỗ Chân Lông Úc Tinh Chất Dưỡng Ẩm Dầu Cây Trà Tinh Chất Thu Nhỏ Lỗ Chân Lông Mặt Tinh Chất Se Khít Lỗ Chân Lông Chăm Sóc Da,101600.0,41.0,60350.0,249.0,5.0,89.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Focallure Cosmetic,FOCALLURE Miếng Dán Mụn Tái Tạo Chăm Sóc Làn Da Tiện Dụng Cao Cấp 2g,30000.0,34.0,19900.0,12000.0,5.0,1353.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Hoài An Beauty Spa,Kem Massage Mặt Hoa Cúc dùng cho spa (Bộ chăm sóc da Hoa Cúc),150000.0,43.0,85000.0,34.0,5.0,2.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,CHINH HÃNG - SIÊU THỊ SỨC KHỎE VẺ ĐẸP,Tinh chất collagen LỰU chăm sóc da mặt chống nhăn làm trắng da bằng tinh chất cam thảo thu nhỏ lỗ chân lông hiệu quả One Spring 15ml,60000.0,46.0,32253.0,520.0,4.9,115.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,ddddVN.Selection,Bộ chăm sóc da VIBRANT GLAMOUR ANNIES với toner/ serum/ kem dưỡng da mặt retinol phục hồi kết cấu da không đồng đều/ mờ,50700.0,41.0,29700.0,5600.0,4.9,1077.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Landnn,"SERUM Trắng Da, Ngừa Mụn Senana 15ml Trẻ Hóa Da, Kiểm Soát Dầu, Dưỡng Ẩm",18090.0,0.0,18090.0,277.0,4.9,28.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,AK Shop Mỹ Phẩm Chính Hãng,[Tặng 1 vỉ vitamin E] Sữa dưỡn Rong Nho Nhật Bản Las Beauty truyền trắng dưỡng da căng bóng phục hồi da Skin Perfect50ml,155000.0,50.0,78000.0,273.0,4.9,29.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,CHINH HÃNG - SIÊU THỊ SỨC KHỎE VẺ ĐẸP,Hailicare Tinh Dầu Nghệ 30Ml Serum Chăm Sóc Da Mặt Dưỡng Ẩm Dưỡng Ẩm Cải Thiện Tông Màu Da Chống Lão Hóa Làm Sáng Nếp Nhăn,100000.0,50.0,50000.0,173.0,4.9,39.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Mỹ Phẩm Hương Thị Store,Bộ Chăm Sóc Da Mặt Ngọc Trai Trắng Sáng Pearl Shine Hương Thị,1300000.0,1.0,1284400.0,313.0,5.0,96.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Bách Hóa BK Shop,[Cam Kết Chính Hãng ] Mỹ Phẩm BACH HOA HONG 100ml,179000.0,0.0,179000.0,355.0,4.6,44.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Helen Helenen,Serum dưỡng da mặt Hyaluronic Acid Thu nhỏ lỗ chân lông Làm trắng tái tạo Dưỡng ẩm Chống lão hóa Chăm sóc da Mặt Kem mụn Tinh chất shrink pores serum,99200.0,40.0,59520.0,19.0,4.0,2.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,MIKA Cosmetic,SERUM MỤN CẤP TỐC 24H LINH SÂM - chấm mụn,40000.0,28.0,28900.0,990.0,4.9,75.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Gia hân89 shop,"Gel chấm nốt ruồi, mụn cóc, mụn thịt, tàn nhang mụn ké Bà ngàn",55000.0,47.0,29000.0,218.0,4.9,43.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Alaishy Nhật Việt,"Combo Kem Demejine Hàn Quốc Ngày, Đêm và Serum - Kem Demejine DN 20g - Serum Demejine DN 15ml",198000.0,44.0,110000.0,2000.0,5.0,259.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,FOCALSKIN STORE,Miếng Dán Mụn FOCALSKIN Hút Mụn Sạch | Che Mụn Tự Nhiên | Giảm Sưng Mụn | 60 Miếng Ngày và Đêm Makeup Trang Điểm Che Mụn,99000.0,34.0,65000.0,2600.0,5.0,784.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Guardian,Kem Sâm Thorakao Hỗ Trợ Giảm Mụn & Dưỡng Sáng Da 7gr,120000.0,0.0,120000.0,3200.0,5.0,286.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Luuanh11,"Kem Rụng Mụn Thịt Dư, Mụn Cóc HBESTY WART REMOVER CREAM",99999.0,50.0,50000.0,87.0,5.0,22.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,HASAKI BEAUTY,"[MUA LÀ CÓ QUÀ] Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 50ml, 200ml, 400ml, 2x50m La Roche Posay Hasaki Sản phẩm chính hãng",168000.0,50.0,84000.0,1600.0,5.0,369.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,COLORKEY VIETNAM,1 Hộp Mặt Nạ COLORKEY LUMINOUS Purifying Facial Mask Hỗ Trợ Kiểm Soát Dầu Mụn 25ml/miếng,192000.0,9.0,175000.0,862.0,4.9,133.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,ThiênPhúcAnh Shop,"Sữa Rửa Mặt CERAVE 236ml Dành Cho Da Khô , Da Dầu, Da Nhạy Cảm , Dịu Nhẹ , Cần Bằng Độ PH",100000.0,38.0,62000.0,77.0,4.5,15.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Shop Mỹ Phẩm XÙ Cosmetic Chuyên Sỉ,"(Siêu Hot) Sữa Rửa Mặt Ý Dĩ Hatomugi Bản Nội Địa 170g khử mụn, mờ thâm , trắng da , se khít chân lông",55000.0,35.0,36000.0,460.0,4.6,75.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Junie Cosmetics Vn,"Sữa rửa mặt gạo Thái Lan Civic Rice Milk làm sạch bã nhờn, giảm mụn mờ thâm trắng sáng da",54000.0,46.0,29000.0,14.0,5.0,2.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Shop Lu Lu,(LL) Hộp 10 Miếng Mặt Nạ Cấp ẩm Phục Hồi Da B5 Repair 25ml cấp ẩm phục hồi da mới B5 GẤP 2 LẦN giúp dưỡng da hồi phục,63000.0,40.0,38000.0,141.0,5.0,21.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,GaoShop1991,"Tẩy Tế Bào Chết Mặt GINBI 100G Chiết Xuất Nha Đam Tươi, Tẩy Da Chết Mặt Sạch Sâu Cho Làn Da Sạch Mịn Căng Bóng",20500.0,46.0,11100.0,119.0,5.0,17.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,NANA 789,Combo Kem Face Tái Tạo Da Gia Truyền Giúp Da Căng Bóng Mịn Màng Sạch Nám Mụn Tàn Nhang,55000.0,18.0,45000.0,341.0,4.9,34.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Shop Chuyên Sỉ My Pham 2407,"Ủ TRẮNG CAO NGHỆ SICA 1 lần đắp nạ ,bằng 1 tuần dưỡng kem ạ ??? 🔺Mặt Nạ Ủ Trắng Cao Nghệ Sica White là một sản phẩm không thể thiếu trong quy trình chăm sóc da",100000.0,32.0,68310.0,16.0,5.0,5.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,CHINH HÃNG - SIÊU THỊ SỨC KHỎE VẺ ĐẸP,30 Viên Dưỡng Trắng Da Mờ Thâm Se Khít Lỗ Chân Lông LUOFMISS,120000.0,48.0,62025.0,363.0,4.7,68.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Mỗi ngày Xinh đẹp,"Mặt nạ trà xanh - tinh chất trà xanh kháng khuẩn giảm mụn giảm thâm 40g,Đen Chăm Sóc Da Mặt Se Khít Lỗ Chân Lông Sáng Da.Mặt Nạ Trà Xanh,Thanh lăn mặt nạ trà xanh Green mask stick - Cam Kết Chính hãng",100000.0,44.0,55840.0,20.0,5.0,7.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Shop Ngũ Cốc Bảo Trân,Tái tạo da Phương Anh Yody White Mẫu Mới 80ml,180000.0,50.0,90000.0,67.0,5.0,11.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Shop Mỹ Phẩm XÙ Cosmetic Chuyên Sỉ,"(Mẩu Mới) Kem Face Pháp A Cosmetics 5 in 1 50g Trắng Da , Ngừa Mụn , Mờ Thâm Nám, Hiệu Quả Sau 1 Tuần Sữ Dụng",110000.0,37.0,69000.0,42.0,4.2,5.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,BEZYSHOP,Lột BEZY Tái Tạo Da Mặt Hết Nám Thâm Sạm,200000.0,29.0,142000.0,320.0,4.6,43.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,SGCOSMETIC,Tẩy Tế Bào Chết Da Mặt Cocoon Cà Phê Đắk Lắk 150ml,90000.0,34.0,59086.0,29.0,5.0,4.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,CHINH HÃNG - SIÊU THỊ SỨC KHỎE VẺ ĐẸP,Sữa rửa mặt tạo bọt cao cấp siêu chăm sóc da nhập khẩu mọi loại da ngừa mụn cấp ẩm ( chiết xuất từ rau má 450ml),150000.0,43.0,86130.0,27.0,5.0,14.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,CHINH HÃNG - SIÊU THỊ SỨC KHỎE VẺ ĐẸP,Mặt nạ cổ dưỡng ẩm XÓA NHĂN VĨNH VIỄN chăm sóc da cổ hiệu quả,30000.0,60.0,12000.0,973.0,4.9,49.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Sky Cosmetics Store,Mặt nạ chăm sóc da chuyên sâu Wonjin DR Wonjin các loại tách lẻ 1 miếng 30ml,30000.0,42.0,17500.0,2600.0,5.0,172.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,YoonnaShop,Gel lột Mụn Than Tre SADOER - Sạch mụn - Thải độc chì- Sáng da (MẪU MỚI),29000.0,15.0,24700.0,14700.0,4.7,2952.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Mỹ phẩm Hàn - Nhật Authentic,Tẩy tế bào chết da mặt Arrahan Arahan tuýp 180ml Hàn Quốc,89000.0,31.0,61740.0,16.0,5.0,3.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Mỹ Phẩm Như Ý,[HCM]Kem Nám - Trắng Da - Thâm - Tái Tạo - Se Khít Lỗ Chân Lông OHIO Collagen (Đông Trùng Hạ Thảo 20g),140500.0,40.0,83700.0,223.0,4.7,40.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,AK Shops Mỹ Phẩm Chính Hãng,[Tặng 1 Vỉ Vitamin E] Sữa Dưỡng Rong Nho Skin Perfect Emulsion Las Beauty - tái tạo làn da khỏe mạnh,155000.0,50.0,78000.0,84.0,4.8,13.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,6VcjF7c2,💛 Kem Chống Nắng Olay 7 Trong 1 Chống Lão Hóa SPF15 PA + + 50g,205000.0,20.0,165000.0,168.0,4.9,40.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,DOTI Plus,"[HỘP 50 MIẾNG] Mặt Nạ Nhau Thai Cừu Tế Bào Gốc Nhật Bản , Mặt Nạ Trắng Da Phục Hồi Da Rwine",199000.0,38.0,123000.0,22.0,4.6,5.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Shop Mỹ Phẩm BULL Chuyên Sỉ,"Serum La Roche Posay B5 Hyalu 30ml Tái Tạo Và Phục Hồi Da , Săn Chắc Và Đàn Hồi Da",70000.0,40.0,42000.0,476.0,4.8,79.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Hoa Hồng Store 1587652616,[SALE HOT] Serum trị mụn mai thảo mộc dứt điểm mụn hiệu quả không gây kích ứng da (tặng mặt nạ dưỡng da cao cấp khi mua 2 sp),164000.0,9.0,149000.0,45.0,5.0,2.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Shop Mỹ Phẩm BULL Chuyên Sỉ,Serum dạng xịt khoáng căng bóng da d'Alba First Spray Serum 100ml Mist Serum,75000.0,35.0,49000.0,13.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Cỏ Mềm Official,[TRỢ GIÁ 36K] Kem Chống Nắng Sâm 1700 SPF50 PA++++ Phổ Rộng Chống Lão Hoá Bảo Vệ Dưỡng Ẩm Da Cỏ Mềm 60g,395000.0,8.0,363000.0,4600.0,5.0,1521.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Chăm sóc da mặt,Shop Bon 8386,Combo 3 Sữa Rửa Mặt Làm Sạch Da Dịu Nhẹ Senana 60g Tặng Ngay 1 Gel Tẩy Tế Bào Chết Lô Hội Lencolor 100g,35000.0,43.0,20000.0,35.0,5.0,8.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,LAIKOU.Selection,Bộ Chăm Sóc Da Hoa Mận LAIKOU Nhật Bản - 5 Sản Phẩm Dành Cho Hydrat Hóa Làm Sáng Màu Da Và Bảo Vệ Tuổi,72800.0,29.0,51700.0,2600.0,4.9,995.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Sức Sống Mới - Vẻ Đẹp Và Sức Khỏe,Kem Dưỡng Da Ngừa Mụn Giảm Nhăn Giảm lỗ Chân Lông To Dành Cho Nam Giới moisturizing lotion for Men 120gm Bảo Vệ Da Dưới Ánh Nắng Mặt Trời Dưỡng Ẩm Cho Da Thu Nhỏ Lỗ Chân Lông,160000.0,70.0,48000.0,1500.0,4.8,392.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,YoonnaShop.Selection,COMBO 3 Hộp Serum viên tinh chất collagen ETAE ( Tổng 90 Viên) Skincare A195,110200.0,23.0,84700.0,195.0,5.0,26.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,xuz shop,"Kem Nghệ Yoosun 25g – Giảm Mụn, Mờ Thâm, Làm Dịu Da Hiệu Quả | Dưỡng Da Từ Tinh Chất Nghệ",38000.0,32.0,26000.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Bách Hóa Online 6789,Hộp Serum 30 viên Vitamin E Dạng Viên Cá - Dưỡng Ẩm Trắng Da Chống Nhăn Chống Thâm Thu Nhỏ Lỗ Chân Lông,29000.0,0.0,29000.0,8700.0,4.9,760.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,saleoffcosmetic,KEM CHỐNG NẮNG Gorgeous chống nắng dưỡng trắng nâng tone da,170000.0,50.0,84150.0,18.0,5.0,2.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Hoa Bồ Công Anh Store,Xịt chống nắng V7 SUN SCREEN SPF 50 PA+++ chống nắng làm trắng da và chống hình thành nếp nhăn,104000.0,50.0,51900.0,730.0,4.9,130.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,lamdepshop.store,Kem dưỡng trắng da Kone Thái Lan chính hãng - Kone Cream,25000.0,0.0,25000.0,5300.0,4.9,303.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Mỹ Phẩm Quỳnh Chi,KEM DƯỠNG TRẮNG HỒNG DA PONDS THÁI LAN HỘP 6 GÓI,90000.0,36.0,58000.0,1600.0,4.8,325.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,Sức Sống Mới - Vẻ Đẹp Và Sức Khỏe,Kem Giảm Mụn Cấp Tốc Nha Đam Herbal Acne Cream Meiyanqiong Hết Mụn Mờ Thâm Liền Sẹo Tái Tạo Trắng Da Mặt,220000.0,68.0,69300.0,704.0,4.9,158.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Thiết bị y tế,Thiên Phương Family,BĂNG CÁ NHÂN TRONG SUỐT HỘP 100 MIẾNG - Băng cá nhân chăm sóc vết thương hộp 100 cái màu trong suốt,48000.0,27.0,35040.0,412.0,5.0,75.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Chăm sóc da mặt,THẢO DƯỢC TÁI TẠO DA MATCHA,SERUM TÁI TẠO MỤN DIẾP CÁ NHÂN SÂM - CẢI THIỆN SAU 7 NGÀY Mờ thâm sáng da - Se khít lỗ chân lông - Phục hồi tổn thương từ sâu bên trong - Dưỡng da căng bóng mịn màng,79500.0,54.0,36570.0,247.0,5.0,17.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Đồ gia dụng chăm sóc cá nhân,Grandstore,"Máy massage mắt mini rung cầm tay dùng pin giảm quầng thâm bọng mắt tăng colagen, bút mát xa mắt matxa mặt môi cá nhân",50000.0,42.0,29000.0,263.0,4.6,63.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Dụng cụ chăm sóc Sắc đẹp,7B2Nei.Selection,"Túi Đựng Mỹ Phẩm/Đồ Trang Điểm WashBag Trong Suốt Chống Thấm Nước – Tiện Lợi, Thời Trang & Đa Năng - Nhiều Size",28000.0,29.0,19880.0,28400.0,5.0,7840.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Dụng cụ chăm sóc Sắc đẹp,GUVIET,Bộ cọ trang điểm cá nhân GUVIET set 14 cây màu xám bạc có bao da hoặc ống cắm,453000.0,33.0,303510.0,308.0,5.0,104.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Dụng cụ chăm sóc Sắc đẹp,VACOSI Cosmetics Store,Bộ cọ cá nhân VACOSI 14 cây & bóp da cam - BC36,437000.0,38.0,270940.0,72.0,4.9,18.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Thực phẩm chức năng,PuraWellness,Refresh Eye Drops Nước nhỏ mắt nhân tạo giúp dưỡng ẩm và bôi trơn 1 vỉ 5 tuýp 0.4ml,159000.0,19.0,128790.0,10.0,5.0,3.0,Thực phẩm & FMCG - Trung+,0
Dụng cụ chăm sóc Sắc đẹp,Real Techniques,Bộ cọ cá nhân 10 cây RT Real Techniques Travel Fantasy Mini Brush Kit,499000.0,24.0,379240.0,156.0,5.0,44.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Phụ kiện thiết bị gia dụng,KHO SỈ TÙNG CHI,Hộp 100 miếng băng gạc cá nhân,40000.0,40.0,24000.0,885.0,4.9,170.0,Nhà cửa & Đời sống - Thấp,1
Dụng cụ chăm sóc Sắc đẹp,HNKMP Vietnam,HNKMP Xách tay PU da Túi mỹ phẩm công suất lớn du lịch trang điểm trường hợp Organizer với xử lý cho phụ nữ vệ sinh cá nhân túi cho đi du lịch,112392.0,44.0,62939.0,7.0,5.0,1.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Mỗi ngày Xinh đẹp,"Serum Thu Nhỏ Lỗ Chân Lông Làm Căng Bóng Da Chống Lão Hoá,Serum Lactobionic Acid Loại Bỏ Mụn Đầu Đen Thu Nhỏ Lỗ Chân Lông Mụn Ẩn Mụn Viêm Cải Thiện Tình Trạng Da Xỉn Màu Làm Đều Màu Giúp Da Trắng Sáng Nhanh Chóng 30ml",123520.0,31.0,85228.0,6.0,4.7,3.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,LPThienY,Bộ cọ trang điểm cá nhân 8 cây tặng kèm túi Zip Vintage,34000.0,48.0,17680.0,10.0,5.0,1.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,GUVIET,Bộ cọ trang điểm cá nhân GUVIET màu cà phê sữa gồm 15 cọ đi kèm túi da và hộp giấy đầy đủ công năng cho người mới bắt đầu,1177000.0,33.0,788590.0,118.0,5.0,75.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Dụng cụ chăm sóc Sắc đẹp,Real Techniques,Bộ Cọ Cá Nhân 5 Cây RT Real Techniques Face Essentials Set Brush,490000.0,17.0,406700.0,80.0,4.8,27.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
